latitude,longitude,closed_date,creation_date,borough,dataset_name,incident_type,location,source_city,source_url
40.81509289332348,-73.88636923265318,,2016-12-14T14:50:25.000,Bronx,Emergency Response Incidents,Administration-Meeting,720 Hunts Point Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.825653541279,-73.88134827090516,,2016-12-17T23:32:26.000,Bronx,Emergency Response Incidents,Utility-Water Main,Watson Avenue  & Colgate Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2016-12-25T22:42:56.000,Manhattan,Emergency Response Incidents,Fire-1st Alarm,126 West 53rd Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2016-12-23T13:36:49.000,Manhattan,Emergency Response Incidents,Fire-1st Alarm,151 West 100 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.65296715281295,-73.96044472854061,,2017-06-02T19:50:53.000,Brooklyn,Emergency Response Incidents,Fire-3rd Alarm,75 East 21 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.63617530834489,-74.12338634300454,,2016-12-16T04:45:58.000,Staten Island,Emergency Response Incidents,Fire-2nd Alarm,112 Taylor STreet,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.84442117829582,-73.90277738766548,,2016-12-27T06:21:42.000,Bronx,Emergency Response Incidents,Transportation-Car,Cross Bronx Expressway & Webster Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2017-05-10T13:36:12.000,Queens,Emergency Response Incidents,Administration-Other,188 Street & 75 Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.83008667276402,-73.9000468719392,,2016-06-01T14:29:27.000,Bronx,Emergency Response Incidents,Administration-Planned Event,1227 Tinton Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74419565512141,-73.77154423626095,,2017-01-19T04:08:25.000,Queens,Emergency Response Incidents,Transportation-Other,,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2017-05-10T13:36:12.000,Queens,Emergency Response Incidents,Administration-Other,188 Street & 75 Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2017-01-21T08:59:38.000,Queens,Emergency Response Incidents,Utility-Power Outage,107-10 Shore Front Parkway,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2017-06-27T10:05:40.000,Manhattan,Emergency Response Incidents,Transportation-Train Subway,West 128th Street & St. Nicholas Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.73135779349652,-73.99245451693689,,2017-06-28T18:04:26.000,Manhattan,Emergency Response Incidents,Fire-5th Alarm,60 East 9th Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.65296715281295,-73.96044472854061,,2017-06-02T19:50:53.000,Brooklyn,Emergency Response Incidents,Fire-3rd Alarm,75 East 21 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.82730091310776,-73.86917897682753,,2017-01-30T21:47:09.000,Bronx,Emergency Response Incidents,Utility-Gas Low Pressure,Noble Avenue & Watson Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.82730091310776,-73.86917897682753,,2017-01-30T21:47:09.000,Bronx,Emergency Response Incidents,Utility-Gas Low Pressure,Noble Avenue & Watson Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2017-06-24T21:30:28.000,Queens,Emergency Response Incidents,Fire-5th Alarm,72-10 Myrtle ave,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2017-06-24T21:30:28.000,Queens,Emergency Response Incidents,Fire-5th Alarm,72-10 Myrtle ave,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2017-01-21T08:59:38.000,Queens,Emergency Response Incidents,Utility-Power Outage,107-10 Shore Front Parkway,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2017-01-23T03:54:00.000,Manhattan,Emergency Response Incidents,Utility-Water Service Line,West 167th Street & Edgecombe Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.6396450069249,-73.99227762796457,,2017-08-28T04:05:15.000,Brooklyn,Emergency Response Incidents,Fire-3rd Alarm,1170 44 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2017-06-20T15:57:24.000,Queens,Emergency Response Incidents,Structural-Construction Accident,31-25 28 Road,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2016-11-20T13:03:30.000,Queens,Emergency Response Incidents,Fire-1st Alarm,150-05 Cohancy Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,2016-11-22T18:27:30.000,2016-11-22T12:24:02.000,Queens,Emergency Response Incidents,Rescue-Technical,81-10 134 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.73135779349652,-73.99245451693689,,2017-06-28T18:04:26.000,Manhattan,Emergency Response Incidents,Fire-5th Alarm,60 East 9th Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2017-01-25T14:20:02.000,Queens,Emergency Response Incidents,Fire-4th Alarm,135-42 Roosevelt Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.81028097169481,-73.90820617557257,,2017-07-26T03:06:44.000,Bronx,Emergency Response Incidents,Fire-2nd Alarm,447 Wales Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.73135779349652,-73.99245451693689,,2017-06-28T18:04:26.000,Manhattan,Emergency Response Incidents,Fire-5th Alarm,60 East 9th Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.83721305773555,-73.87145922837472,,2017-07-05T05:23:56.000,Bronx,Emergency Response Incidents,Fire-3rd Alarm,117 e 179 st,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2017-01-14T00:15:09.000,Manhattan,Emergency Response Incidents,Utility-Water Main,West 81st Street & Central Park West,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.85369537034615,-73.88465007064343,,2017-01-16T06:24:46.000,Bronx,Emergency Response Incidents,Fire-2nd Alarm,2350 Beaumont Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2016-12-23T13:36:49.000,Manhattan,Emergency Response Incidents,Fire-1st Alarm,151 West 100 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.77818030835592,-73.98216976868244,,2017-07-13T18:04:36.000,Manhattan,Emergency Response Incidents,Utility-Manhole,2061 broadway,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.64617225867045,-73.9708338706791,,2017-07-22T06:20:55.000,Brooklyn,Emergency Response Incidents,Fire-2nd Alarm,474 Coney Island Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.73135779349652,-73.99245451693689,,2017-06-28T18:04:26.000,Manhattan,Emergency Response Incidents,Fire-5th Alarm,60 East 9th Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.61825505522539,-73.93215402943036,,2019-04-17T06:47:50.000,Brooklyn,Emergency Response Incidents,Fire-5th Alarm,2118 Flatbush Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.64567498528483,-74.0022560985342,,2019-04-03T17:10:29.000,Brooklyn,Emergency Response Incidents,Fire-6th Alarm,702 44th street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.64567498528483,-74.0022560985342,,2019-04-03T17:10:29.000,Brooklyn,Emergency Response Incidents,Fire-6th Alarm,702 44th street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.64567498528483,-74.0022560985342,,2019-04-03T17:10:29.000,Brooklyn,Emergency Response Incidents,Fire-6th Alarm,702 44th street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.56272020977093,-74.11140916120303,,2017-05-21T04:28:08.000,Staten Island,Emergency Response Incidents,Fire-5th Alarm,255 Mill Road,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2017-06-12T13:36:36.000,Queens,Emergency Response Incidents,Fire-Haz Mat,41-12 12 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.825653541279,-73.88134827090516,,2016-12-17T23:32:26.000,Bronx,Emergency Response Incidents,Utility-Water Main,Watson Avenue  & Colgate Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.66208512363062,-73.99773597963093,,2016-12-18T03:42:20.000,Brooklyn,Emergency Response Incidents,Fire-2nd Alarm,152 23 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2017-02-14T09:13:41.000,Manhattan,Emergency Response Incidents,Structural-Street Collapse,205 East 33 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2017-02-24T18:21:05.000,Manhattan,Emergency Response Incidents,Fire-4th Alarm,511 Amsterdam Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.87410852838696,-73.88906744340699,,2017-02-19T06:22:00.000,Bronx,Emergency Response Incidents,Fire-Collapse,3000 Jerome Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2017-01-09T12:54:45.000,Queens,Emergency Response Incidents,Utility-Other,434 Beach 54 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.83625315865743,-73.91128251637423,,2017-03-01T13:53:39.000,Bronx,Emergency Response Incidents,Fire-4th Alarm,1342 College Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2016-12-23T13:36:49.000,Manhattan,Emergency Response Incidents,Fire-1st Alarm,151 West 100 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2017-03-14T03:04:32.000,Manhattan,Emergency Response Incidents,Fire-3rd Alarm,7 East 84 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2017-03-04T23:13:52.000,Queens,Emergency Response Incidents,Fire-7th Alarm,110-14 Liberty Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2017-01-12T14:30:24.000,Manhattan,Emergency Response Incidents,HazMat-High Carbon Monoxide,30 Cooper Square,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.54194656927984,-74.14887190311504,,2017-03-06T04:10:57.000,Staten Island,Emergency Response Incidents,Fire-3rd Alarm,64 Driggs Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2017-03-04T23:13:52.000,Queens,Emergency Response Incidents,Fire-7th Alarm,110-14 Liberty Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2017-02-14T09:13:41.000,Manhattan,Emergency Response Incidents,Structural-Street Collapse,205 East 33 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.84251557063817,-73.89461654911366,,2017-03-06T18:40:53.000,Bronx,Emergency Response Incidents,Fire-4th Alarm,657 Crotona Park North,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.83414587353434,-73.89497320315002,,2017-03-08T18:11:16.000,Bronx,Emergency Response Incidents,HazMat-High Carbon Monoxide,1472 Boston Road,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.54194656927984,-74.14887190311504,,2017-03-06T04:10:57.000,Staten Island,Emergency Response Incidents,Fire-3rd Alarm,64 Driggs Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2017-03-04T23:13:52.000,Queens,Emergency Response Incidents,Fire-7th Alarm,110-14 Liberty Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2017-03-04T23:13:52.000,Queens,Emergency Response Incidents,Fire-7th Alarm,110-14 Liberty Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.84880706021704,-73.9303471436034,,2017-08-07T15:31:53.000,manhattan,Emergency Response Incidents,Structural-Collapse,2461 amsterdam,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.61825505522539,-73.93215402943036,,2019-04-17T06:47:50.000,Brooklyn,Emergency Response Incidents,Fire-5th Alarm,2118 Flatbush Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.64567498528483,-74.0022560985342,,2019-04-03T17:10:29.000,Brooklyn,Emergency Response Incidents,Fire-6th Alarm,702 44th street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2017-03-02T23:41:36.000,Manhattan,Emergency Response Incidents,Fire-10-76 (Commercial High Rise Fire),390 Madison Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.82730091310776,-73.86917897682753,2017-02-10T19:40:58.000,2017-01-30T21:47:09.000,Bronx,Emergency Response Incidents,Utility-Gas Low Pressure,Noble Avenue & Watson Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.6944042074893,-73.99298759520053,,2017-03-02T16:00:43.000,Brooklyn,Emergency Response Incidents,Utility-Water Main,156 Montague Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.81028097169481,-73.90820617557257,,2017-07-26T03:06:44.000,Bronx,Emergency Response Incidents,Fire-2nd Alarm,447 Wales Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.81028097169481,-73.90820617557257,,2017-07-26T03:06:44.000,Bronx,Emergency Response Incidents,Fire-2nd Alarm,447 Wales Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.64567498528483,-74.0022560985342,,2019-04-03T17:10:29.000,Brooklyn,Emergency Response Incidents,Fire-6th Alarm,702 44th street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.66324403329684,-73.75676400678067,,2017-07-28T17:14:42.000,Queens,Emergency Response Incidents,Law Enforcement-Explosion,145-23 222 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.61825505522539,-73.93215402943036,,2019-04-17T06:47:50.000,Brooklyn,Emergency Response Incidents,Fire-5th Alarm,2118 Flatbush Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.64567498528483,-74.0022560985342,,2019-04-03T17:10:29.000,Brooklyn,Emergency Response Incidents,Fire-6th Alarm,702 44th street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.61825505522539,-73.93215402943036,,2019-04-17T06:47:50.000,Brooklyn,Emergency Response Incidents,Fire-3rd Alarm,2118 Flatbush Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.65320420151184,-74.00191389275187,,2019-04-20T13:52:16.000,Brooklyn,Emergency Response Incidents,Structural-Sidewalk Collapse,836 5 Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2017-02-14T09:13:41.000,Manhattan,Emergency Response Incidents,Structural-Street Collapse,205 East 33 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2017-02-14T09:13:41.000,Manhattan,Emergency Response Incidents,Structural-Street Collapse,205 East 33 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.82730091310776,-73.86917897682753,,2017-01-30T21:47:09.000,Bronx,Emergency Response Incidents,Utility-Gas Low Pressure,Noble Avenue & Watson Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2016-12-23T13:36:49.000,Manhattan,Emergency Response Incidents,Fire-1st Alarm,151 West 100 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.843378089647416,-73.8329157352127,,2019-04-21T04:03:19.000,Bronx,Emergency Response Incidents,Fire-2nd Alarm,1580 Edison Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.68506011473357,-73.97796750329684,,2017-01-04T08:28:01.000,Brooklyn,Emergency Response Incidents,Transportation-Train Subway,Hanson Place & Ashland Place,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2016-12-23T13:36:49.000,Manhattan,Emergency Response Incidents,Fire-1st Alarm,151 West 100 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,2017-01-10T04:22:29.000,2017-01-09T12:54:45.000,Queens,Emergency Response Incidents,Utility-Other,434 Beach 54 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2016-10-27T03:40:16.000,Manhattan,Emergency Response Incidents,Fire-6th Alarm,324 East 93rd,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71366897945644,-74.00862482959197,,2017-09-01T19:10:52.000,Manhattan,Emergency Response Incidents,Fire-6th Alarm,24 Murray Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2017-03-14T03:04:32.000,Manhattan,Emergency Response Incidents,Fire-3rd Alarm,7 East 84 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.86171657386189,-73.91068343209389,,2017-04-01T09:55:47.000,Bronx,Emergency Response Incidents,Structural-Partial Collapse,246 West Fordham Road,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.794579,-73.9737045,,2017-08-20T04:43:18.000,Manhattan,Emergency Response Incidents,Utility-Water Service Line,West End Avenue & West 95 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.78499400000001,-73.94091300000001,,2017-09-28T19:44:57.000,Manhattan,Emergency Response Incidents,Structural-Street Collapse,FDR Drive & East 14th Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.7336050058284,-73.98293627906979,,2019-05-02T11:30:49.000,Manhattan,Emergency Response Incidents,Utility-Other,10 Nathan Perlman Place,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.60921162724344,-73.96917757354724,,2019-05-06T23:43:08.000,Brooklyn,Emergency Response Incidents,Structural-Collapse,496 Avenue P,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2017-03-04T23:13:52.000,Queens,Emergency Response Incidents,Fire-7th Alarm,110-14 Liberty Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.64567498528483,-74.0022560985342,,2019-04-03T17:10:29.000,Brooklyn,Emergency Response Incidents,Fire-6th Alarm,702 44th street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.78997515208777,-74.01747454754953,,2017-01-19T21:30:45.000,Manhattan,Emergency Response Incidents,Utility-Water Main,St.Nicholas Avenue c/s West 162 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2017-02-05T06:38:30.000,Queens,Emergency Response Incidents,Fire-2nd Alarm,41-45 70 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.57967988661858,-73.97190927609142,2016-11-18T23:31:39.000,2016-11-18T14:13:08.000,Brooklyn,Emergency Response Incidents,Utility-Power Outage,2800 W 5 St,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2016-11-14T15:53:54.000,Queens,Emergency Response Incidents,Administration-Other,Seagirt Blvd & Beach 9 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.83008667276402,-73.9000468719392,,2016-06-01T14:29:27.000,Bronx,Emergency Response Incidents,Administration-Planned Event,1227 Tinton Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.82730091310776,-73.86917897682753,,2017-01-30T21:47:09.000,Bronx,Emergency Response Incidents,Utility-Gas Low Pressure,Noble Avenue & Watson Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2017-03-14T03:04:32.000,Manhattan,Emergency Response Incidents,Fire-3rd Alarm,7 East 84 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.66173000000001,-73.7506305,,2017-09-26T20:24:46.000,Queens,Emergency Response Incidents,Utility-Water Main,145 Avenue  & 229 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.64567498528483,-74.0022560985342,,2019-04-03T17:10:29.000,Brooklyn,Emergency Response Incidents,Fire-6th Alarm,702 44th street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2017-03-21T19:39:32.000,Queens,Emergency Response Incidents,Utility-Gas Service Line,21-24 31 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2017-03-31T07:57:15.000,Manhattan,Emergency Response Incidents,Fire-1st Alarm,826 Broadway,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.651493140455166,-73.99822557617236,,2017-03-30T19:58:26.000,Brooklyn,Emergency Response Incidents,Structural-Street Collapse,44 Street & East 4th Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71935245685148,-73.96067200790606,,2017-04-01T17:29:36.000,Brooklyn,Emergency Response Incidents,Fire-Other,172 wythe ave,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,,2017-04-11T18:35:24.000,Queens,Emergency Response Incidents,Fire-5th Alarm,56-11 94 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.87685685655976,-73.82979888840714,,2017-04-13T23:22:35.000,Bronx,Emergency Response Incidents,Law Enforcement-Haz Mat,150 dreiser loop,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.86171657386189,-73.91068343209389,,2017-04-01T09:55:47.000,Bronx,Emergency Response Incidents,Structural-Partial Collapse,246 West Fordham Road,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.7468227790698,-73.98478502415024,,2019-04-24T11:32:39.000,Manhattan,Emergency Response Incidents,Fire-3rd Alarm,6 East 32nd Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.73135779349652,-73.99245451693689,,2017-06-28T18:04:26.000,Manhattan,Emergency Response Incidents,Fire-5th Alarm,60 East 9th Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.60921162724344,-73.96917757354724,,2019-05-06T23:43:08.000,Brooklyn,Emergency Response Incidents,Structural-Collapse,496 Avenue P,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.61825505522539,-73.93215402943036,,2019-04-17T06:47:50.000,Brooklyn,Emergency Response Incidents,Fire-5th Alarm,2118 Flatbush Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.61825505522539,-73.93215402943036,,2019-04-17T06:47:50.000,Brooklyn,Emergency Response Incidents,Fire-5th Alarm,2118 Flatbush Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.84970163252355,-73.91319386037867,,2019-05-02T04:39:54.000,Bronx,Emergency Response Incidents,HazMat-High Carbon Monoxide,1750 Grand Course,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.7336050058284,-73.98293627906979,,2019-05-02T11:30:49.000,Manhattan,Emergency Response Incidents,Utility-Other,10 Nathan Perlman Place,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
