city,state,domain,population,dataset_name,dataset_id,dataset_url,total_columns,match_score,all_columns_match,has_coordinates,has_date,has_time,has_location_description,has_crime_type,has_crime_description,has_arrest,columns_list
New Orleans,LA,data.nola.gov,383997,Electronic Police Report 2025,agqi-9adb,https://data.nola.gov/d/agqi-9adb,14,57.14285714285714,False,False,True,True,True,False,True,False,item_number | district | location | disposition | signal_type | signal_description | occurred_date_time | victim_number | persontype | victim_race | victim_gender | victim_age | victim_fatal_status | report_type
New Orleans,LA,data.nola.gov,383997,Electronic Police Report 2021,6pqh-bfxa,https://data.nola.gov/d/6pqh-bfxa,22,57.14285714285714,False,False,True,True,True,False,True,False,item_number | district | location | disposition | signal_type | signal_description | occurred_date_time | charge_code | charge_description | offender_number | offenderid | offenderstatus | offender_race | offender_gender | offender_age | victim_number | persontype | victim_race | victim_gender | victim_age | victim_fatal_status | report_type
New Orleans,LA,data.nola.gov,383997,Electronic Police Report 2015,9ctg-u58a,https://data.nola.gov/d/9ctg-u58a,12,57.14285714285714,False,False,True,True,True,False,True,False,item_number | district | location | disposition | signal_type | signal_description | occurred_date_time | victim_race | victim_gender | victim_age | victim_number | victim_fatal_status
New Orleans,LA,data.nola.gov,383997,Electronic Police Report 2020,hjbe-qzaz,https://data.nola.gov/d/hjbe-qzaz,22,57.14285714285714,False,False,True,True,True,False,True,False,item_number | district | location | disposition | signal_type | signal_description | occurred_date_time | charge_code | charge_description | offender_number | offenderid | offenderstatus | offender_race | offender_gender | offender_age | victim_number | persontype | victim_race | victim_gender | victim_age | victim_fatal_status | report_type
Los Angeles,CA,data.lacity.org,3979576,Traffic Collision Data from 2010 to Present,d5tf-ez2w,https://data.lacity.org/d/d5tf-ez2w,24,42.857142857142854,False,False,True,True,True,False,False,False,dr_no | date_rptd | date_occ | time_occ | area | area_name | rpt_dist_no | crm_cd | crm_cd_desc | mocodes | vict_age | vict_sex | vict_descent | premis_cd | premis_desc | location | cross_street | location_1 | :@computed_region_qz3q_ghft | :@computed_region_k96s_3jcv | :@computed_region_tatf_ua23 | :@computed_region_ur2y_g4cx | :@computed_region_kqwf_mjcx | :@computed_region_2dna_qi2s
Chicago,IL,data.cityofchicago.org,2693976,Towed Vehicles,ygr5-vcbg,https://data.cityofchicago.org/d/ygr5-vcbg,9,42.857142857142854,False,False,True,True,True,False,False,False,tow_date | make | style | color | plate | state | towed_to_address | tow_facility_phone | inventory_number
Memphis,TN,data.memphistn.gov,633104,MPD Traffic Citations,495n-99g3,https://data.memphistn.gov/d/495n-99g3,14,42.857142857142854,False,False,True,True,True,False,False,False,ticket_number | ticket_issue_date | location | ordinance_violated | citation_type | vehicle_year | make | model | driver_race | driver_gender | driver_age_as_of_ticket | driver_license_zip_code | officer_ibm | officer_name
Kansas City,MO,data.kcmo.org,495327,Kansas City Crime (NIBRS) Summary,6wc4-sd7p,https://data.kcmo.org/d/6wc4-sd7p,28,42.857142857142854,False,False,True,True,False,True,False,False,date | calendar_year | fiscal_year | homicide_offenses | sex_offenses_forcible | sex_offenses_non_forcible | assault_offenses | kidnapping_abduction | robbery | arson | extortion_blackmail | burglary_breaking_and_entering | larceny_theft_offenses | motor_vehicle_theft | fraud_offenses | counterfeiting_forgery | embezzlement | stolen_property_offenses | destruction_damage_vandalism | bribery | drug_narcotic_offenses | gambling_offenses | prostitution_offenses | pornography_obscene_material | weapon_law_violations | total_crimes_against_person | total_crimes_against_property | total_crimes_against_society
Chicago,IL,data.cityofchicago.org,2693976,Police Stations,z8bn-74gv,https://data.cityofchicago.org/d/z8bn-74gv,18,28.57142857142857,False,True,False,False,True,False,False,False,district | district_name | address | city | state | zip | website | x_coordinate | y_coordinate | latitude | longitude | location | :@computed_region_rpca_8um6 | :@computed_region_vrxf_vc4k | :@computed_region_6mkv_f3dw | :@computed_region_bdys_3d7i | :@computed_region_43wa_7qmu | :@computed_region_awaf_s7ux
Chicago,IL,data.cityofchicago.org,2693976,Traffic Crashes - Vehicles,68nd-jvt3,https://data.cityofchicago.org/d/68nd-jvt3,25,28.57142857142857,False,False,True,True,False,False,False,False,crash_unit_id | crash_record_id | crash_date | unit_no | unit_type | vehicle_id | make | model | lic_plate_state | vehicle_year | vehicle_defect | vehicle_type | vehicle_use | travel_direction | maneuver | towed_i | occupant_cnt | towed_by | towed_to | area_01_i | area_02_i | area_03_i | area_04_i | area_12_i | first_contact_point
Memphis,TN,data.memphistn.gov,633104,Police Academy Applicants & Recruits,szjn-whbu,https://data.memphistn.gov/d/szjn-whbu,5,28.57142857142857,False,False,True,True,False,False,False,False,date | class | count | cumulative | goal_applicants
New Orleans,LA,data.nola.gov,383997,Calls for Service 2013,5fn8-vtui,https://data.nola.gov/d/5fn8-vtui,24,28.57142857142857,False,False,False,True,True,False,False,False,nopd_item | type_ | typetext | priority | mapx | mapy | timecreate | timedispatch | timearrive | timeclosed | disposition | dispositiontext | block_address | zip | policedistrict | location | :@computed_region_evki_aju8 | :@computed_region_u4yh_3wk9 | :@computed_region_7fw3_kdpf | :@computed_region_spev_d8jm | :@computed_region_m56f_hbma | :@computed_region_sikx_bdeb | :@computed_region_ewbu_t8bu | :@computed_region_k37d_then
New Orleans,LA,data.nola.gov,383997,Calls for Service 2014,jsyu-nz5r,https://data.nola.gov/d/jsyu-nz5r,27,28.57142857142857,False,False,False,True,True,False,False,False,nopd_item | type_ | typetext | priority | initialtype | initialtypetext | initialpriority | mapx | mapy | timecreate | timeclosed | disposition | dispositiontext | selfinitiated | beat | block_address | zip | policedistrict | location | :@computed_region_u4yh_3wk9 | :@computed_region_m56f_hbma | :@computed_region_7fw3_kdpf | :@computed_region_spev_d8jm | :@computed_region_sikx_bdeb | :@computed_region_evki_aju8 | :@computed_region_ewbu_t8bu | :@computed_region_k37d_then
New Orleans,LA,data.nola.gov,383997,Calls for Service 2017,bqmt-f3jk,https://data.nola.gov/d/bqmt-f3jk,29,28.57142857142857,False,False,False,True,True,False,False,False,nopd_item | type_ | typetext | priority | initialtype | initialtypetext | initialpriority | mapx | mapy | timecreate | timedispatch | timearrive | timeclosed | disposition | dispositiontext | selfinitiated | beat | block_address | zip | policedistrict | location | :@computed_region_ewbu_t8bu | :@computed_region_k37d_then | :@computed_region_m56f_hbma | :@computed_region_7fw3_kdpf | :@computed_region_spev_d8jm | :@computed_region_sikx_bdeb | :@computed_region_evki_aju8 | :@computed_region_u4yh_3wk9
New Orleans,LA,data.nola.gov,383997,Calls for Service 2016,wgrp-d3ma,https://data.nola.gov/d/wgrp-d3ma,21,28.57142857142857,False,False,False,True,True,False,False,False,nopd_item | type_ | typetext | priority | initialtype | initialtypetext | initialpriority | mapx | mapy | timecreate | timedispatch | timearrive | timeclosed | disposition | dispositiontext | selfinitiated | beat | block_address | zip | policedistrict | location
New Orleans,LA,data.nola.gov,383997,Calls for Service 2022,nci8-thrr,https://data.nola.gov/d/nci8-thrr,21,28.57142857142857,False,False,False,True,True,False,False,False,nopd_item | type_ | typetext | priority | initialtype | initialtypetext | initialpriority | mapx | mapy | timecreate | timedispatch | timearrive | timeclosed | disposition | dispositiontext | selfinitiated | beat | block_address | zip | policedistrict | location
New Orleans,LA,data.nola.gov,383997,Calls for Service 2015,w68y-xmk6,https://data.nola.gov/d/w68y-xmk6,29,28.57142857142857,False,False,False,True,True,False,False,False,nopd_item | type_ | typetext | priority | initialtype | initialtypetext | initialpriority | mapx | mapy | timecreate | timedispatch | timearrive | timeclosed | disposition | dispositiontext | selfinitiated | beat | block_address | zip | policedistrict | location | :@computed_region_u4yh_3wk9 | :@computed_region_m56f_hbma | :@computed_region_7fw3_kdpf | :@computed_region_spev_d8jm | :@computed_region_sikx_bdeb | :@computed_region_evki_aju8 | :@computed_region_ewbu_t8bu | :@computed_region_k37d_then
New Orleans,LA,data.nola.gov,383997,Calls for Service 2019,qf6q-pp4b,https://data.nola.gov/d/qf6q-pp4b,29,28.57142857142857,False,False,False,True,True,False,False,False,nopd_item | type_ | typetext | priority | mapx | mapy | timecreate | timedispatch | timearrive | timeclosed | disposition | dispositiontext | initialtype | initialtypetext | initialpriority | selfinitiated | beat | block_address | zip | policedistrict | location | :@computed_region_ewbu_t8bu | :@computed_region_k37d_then | :@computed_region_m56f_hbma | :@computed_region_7fw3_kdpf | :@computed_region_spev_d8jm | :@computed_region_sikx_bdeb | :@computed_region_evki_aju8 | :@computed_region_u4yh_3wk9
New Orleans,LA,data.nola.gov,383997,Calls for Service 2024,2zcj-b6ts,https://data.nola.gov/d/2zcj-b6ts,21,28.57142857142857,False,False,False,True,True,False,False,False,nopd_item | type_ | typetext | priority | initialtype | initialtypetext | initialpriority | mapx | mapy | timecreate | timedispatch | timearrive | timeclosed | disposition | dispositiontext | selfinitiated | beat | block_address | zip | policedistrict | location
New Orleans,LA,data.nola.gov,383997,Calls for Service 2023,pc5d-tvaw,https://data.nola.gov/d/pc5d-tvaw,29,28.57142857142857,False,False,False,True,True,False,False,False,nopd_item | type_ | typetext | priority | initialtype | initialtypetext | initialpriority | mapx | mapy | timecreate | timedispatch | timearrive | timeclosed | disposition | dispositiontext | selfinitiated | beat | block_address | zip | policedistrict | location | :@computed_region_ewbu_t8bu | :@computed_region_k37d_then | :@computed_region_m56f_hbma | :@computed_region_7fw3_kdpf | :@computed_region_spev_d8jm | :@computed_region_sikx_bdeb | :@computed_region_evki_aju8 | :@computed_region_u4yh_3wk9
New Orleans,LA,data.nola.gov,383997,Calls for Service 2021,3pha-hum9,https://data.nola.gov/d/3pha-hum9,29,28.57142857142857,False,False,False,True,True,False,False,False,nopd_item | type_ | typetext | priority | initialtype | initialtypetext | initialpriority | mapx | mapy | timecreate | timedispatch | timearrive | timeclosed | disposition | dispositiontext | selfinitiated | beat | block_address | zip | policedistrict | location | :@computed_region_ewbu_t8bu | :@computed_region_k37d_then | :@computed_region_m56f_hbma | :@computed_region_7fw3_kdpf | :@computed_region_spev_d8jm | :@computed_region_sikx_bdeb | :@computed_region_evki_aju8 | :@computed_region_u4yh_3wk9
New Orleans,LA,data.nola.gov,383997,Calls for Service 2012,rv3g-ypg7,https://data.nola.gov/d/rv3g-ypg7,23,28.57142857142857,False,False,False,True,True,False,False,False,nopd_item | type | typetext | priority | mapx | mapy | timecreate | timedispatch | timeclosed | disposition | dispositiontext | block_address | zip | policedistrict | location | :@computed_region_evki_aju8 | :@computed_region_u4yh_3wk9 | :@computed_region_7fw3_kdpf | :@computed_region_spev_d8jm | :@computed_region_m56f_hbma | :@computed_region_sikx_bdeb | :@computed_region_ewbu_t8bu | :@computed_region_k37d_then
New Orleans,LA,data.nola.gov,383997,Call for Service 2020,hp7u-i9hf,https://data.nola.gov/d/hp7u-i9hf,28,28.57142857142857,False,False,False,True,True,False,False,False,nopd_item | type_ | typetext | priority | initialtype | initialtypetext | initialpriority | mapx | mapy | timecreate | timedispatch | timeclosed | disposition | dispositiontext | selfinitiated | beat | block_address | zip | policedistrict | location | :@computed_region_ewbu_t8bu | :@computed_region_k37d_then | :@computed_region_m56f_hbma | :@computed_region_7fw3_kdpf | :@computed_region_spev_d8jm | :@computed_region_sikx_bdeb | :@computed_region_evki_aju8 | :@computed_region_u4yh_3wk9
New Orleans,LA,data.nola.gov,383997,Calls for Service 2011,28ec-c8d6,https://data.nola.gov/d/28ec-c8d6,22,28.57142857142857,False,False,False,True,True,False,False,False,nopd_item | type | typetext | priority | mapx | mapy | timecreate | timeclosed | disposition | dispositiontext | block_address | zip | policedistrict | location | :@computed_region_evki_aju8 | :@computed_region_u4yh_3wk9 | :@computed_region_7fw3_kdpf | :@computed_region_spev_d8jm | :@computed_region_m56f_hbma | :@computed_region_sikx_bdeb | :@computed_region_ewbu_t8bu | :@computed_region_k37d_then
